Código,Regiao,UF,Municipio,Possui Plano de Mobilidade Urbana,Ano de elaboracao,Aprovado em lei ou ato normativo,Instrumento Legal,Numero da Lei,Data da Lei
4127205,S,PR,Terra Boa,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4127304,S,PR,Terra Rica,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4127403,S,PR,Terra Roxa,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4127502,S,PR,Tibagi,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4127601,S,PR,Tijucas do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4127700,S,PR,Toledo,Sim,2018,Sim,Lei Municipal,2.257/2018,25/04/2018
4127809,S,PR,Tomazina,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4127858,S,PR,TrÃªs Barras do ParanÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4127882,S,PR,Tunas do ParanÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4127908,S,PR,Tuneiras do Oeste,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4127957,S,PR,TupÃ£ssi,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4127965,S,PR,Turvo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4128005,S,PR,UbiratÃ£,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4128104,S,PR,Umuarama,Sim,2019,Nao,Nao aprovado em lei,,Nao aprovado em lei
4128203,S,PR,UniÃ£o da VitÃ³ria,Sim,2015,Sim,Lei Municipal,4.526/2015,14/07/2015
4128302,S,PR,Uniflor,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4128401,S,PR,UraÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4128534,S,PR,Ventania,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4128559,S,PR,Vera Cruz do Oeste,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4128609,S,PR,VerÃª,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4128658,S,PR,Virmond,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4128708,S,PR,Vitorino,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4128500,S,PR,Wenceslau Braz,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4128807,S,PR,XambrÃª,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300100,SE,RJ,Angra dos Reis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300159,SE,RJ,AperibÃ©,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3300209,SE,RJ,Araruama,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300225,SE,RJ,Areal,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3300233,SE,RJ,ArmaÃ§Ã£o dos BÃºzios,Sim,2015,Sim,Lei Municipal,1.090/2015,13/04/2015
3300258,SE,RJ,Arraial do Cabo,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3300308,SE,RJ,Barra do PiraÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300407,SE,RJ,Barra Mansa,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300456,SE,RJ,Belford Roxo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300506,SE,RJ,Bom Jardim,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300605,SE,RJ,Bom Jesus do Itabapoana,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300704,SE,RJ,Cabo Frio,Sim,2019,Sim,Lei Municipal,3.034/2019,23/05/2019
3300803,SE,RJ,Cachoeiras de Macacu,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3300902,SE,RJ,Cambuci,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3301009,SE,RJ,Campos dos Goytacazes,Sim,2022,Sim,Lei Municipal,9137/2022,11/04/2022
3301108,SE,RJ,Cantagalo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300936,SE,RJ,Carapebus,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3301157,SE,RJ,Cardoso Moreira,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3301207,SE,RJ,Carmo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3301306,SE,RJ,Casimiro de Abreu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3300951,SE,RJ,Comendador Levy Gasparian,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3301405,SE,RJ,ConceiÃ§Ã£o de Macabu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3301504,SE,RJ,Cordeiro,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3301603,SE,RJ,Duas Barras,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3301702,SE,RJ,Duque de Caxias,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3301801,SE,RJ,Engenheiro Paulo de Frontin,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3301850,SE,RJ,Guapimirim,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3301876,SE,RJ,Iguaba Grande,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3301900,SE,RJ,ItaboraÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302007,SE,RJ,ItaguaÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302056,SE,RJ,Italva,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3302106,SE,RJ,Itaocara,Sim,2015,Nao,Nao aprovado em lei,,Nao aprovado em lei
3302205,SE,RJ,Itaperuna,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302254,SE,RJ,Itatiaia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302270,SE,RJ,Japeri,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3302304,SE,RJ,Laje do MuriaÃ©,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3302403,SE,RJ,MacaÃ©,Sim,2015,Nao,Nao aprovado em lei,,Nao aprovado em lei
3302452,SE,RJ,Macuco,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3302502,SE,RJ,MagÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302601,SE,RJ,Mangaratiba,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3302700,SE,RJ,MaricÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302809,SE,RJ,Mendes,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302858,SE,RJ,Mesquita,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3302908,SE,RJ,Miguel Pereira,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3303005,SE,RJ,Miracema,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3303104,SE,RJ,Natividade,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3303203,SE,RJ,NilÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3303302,SE,RJ,NiterÃ³i,Sim,2018,Nao,Nao aprovado em lei,,Nao aprovado em lei
3303401,SE,RJ,Nova Friburgo,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3303500,SE,RJ,Nova IguaÃ§u,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3303609,SE,RJ,Paracambi,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3303708,SE,RJ,ParaÃ­ba do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3303807,SE,RJ,Parati,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3303856,SE,RJ,Paty do Alferes,Sim,2015,Sim,Decreto Municipal,4.301/2015,17/03/2015
3303906,SE,RJ,PetrÃ³polis,Sim,2019,Sim,Decreto Municipal,721/2019,11/04/2019
3303955,SE,RJ,Pinheiral,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304003,SE,RJ,PiraÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304102,SE,RJ,PorciÃºncula,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3304110,SE,RJ,Porto Real,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304128,SE,RJ,Quatis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304144,SE,RJ,Queimados,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304151,SE,RJ,QuissamÃ£,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304201,SE,RJ,Resende,Sim,2019,Nao,Nao aprovado em lei,,Nao aprovado em lei
3304300,SE,RJ,Rio Bonito,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304409,SE,RJ,Rio Claro,Sim,2016,Nao,Nao aprovado em lei,,Nao aprovado em lei
3304508,SE,RJ,Rio das Flores,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304524,SE,RJ,Rio das Ostras,Sim,2015,Nao,Nao aprovado em lei,,Nao aprovado em lei
3304557,SE,RJ,Rio de Janeiro,Sim,2019,Sim,Decreto Municipal,4.571/2019,03/04/2019
3304607,SE,RJ,Santa Maria Madalena,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304706,SE,RJ,Santo AntÃ´nio de PÃ¡dua,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304805,SE,RJ,SÃ£o FidÃ©lis,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3304755,SE,RJ,SÃ£o Francisco de Itabapoana,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3304904,SE,RJ,SÃ£o GonÃ§alo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305000,SE,RJ,SÃ£o JoÃ£o da Barra,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305109,SE,RJ,SÃ£o JoÃ£o de Meriti,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305133,SE,RJ,SÃ£o JosÃ© de UbÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3305158,SE,RJ,SÃ£o JosÃ© do Vale do Rio Preto,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305208,SE,RJ,SÃ£o Pedro da Aldeia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305307,SE,RJ,SÃ£o SebastiÃ£o do Alto,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3305406,SE,RJ,Sapucaia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305505,SE,RJ,Saquarema,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3305554,SE,RJ,SeropÃ©dica,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305604,SE,RJ,Silva Jardim,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
3305703,SE,RJ,Sumidouro,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305752,SE,RJ,TanguÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305802,SE,RJ,TeresÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3305901,SE,RJ,Trajano de Morais,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
3306008,SE,RJ,TrÃªs Rios,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3306107,SE,RJ,ValenÃ§a,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3306156,SE,RJ,Varre-Sai,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3306206,SE,RJ,Vassouras,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3306305,SE,RJ,Volta Redonda,Sim,2019,Sim,Decreto Municipal,15653/2019,21/06/2019
2400109,NE,RN,Acari,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2400307,NE,RN,Afonso Bezerra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2400406,NE,RN,Ãgua Nova,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2400505,NE,RN,Alexandria,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2400604,NE,RN,Almino Afonso,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2400703,NE,RN,Alto do Rodrigues,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2400802,NE,RN,Angicos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2400901,NE,RN,AntÃ´nio Martins,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2401008,NE,RN,Apodi,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2401107,NE,RN,Areia Branca,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
3524402,NE,RN,Arez,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2400208,NE,RN,AssÃº,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2401404,NE,RN,BaÃ­a Formosa,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2401453,NE,RN,BaraÃºna,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2401503,NE,RN,Barcelona,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2401602,NE,RN,Bento Fernandes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2405306,NE,RN,Boa SaÃºde (ex-JanuÃ¡rio Cicco),Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2401651,NE,RN,BodÃ³,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2401701,NE,RN,Bom Jesus,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2401800,NE,RN,Brejinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2401859,NE,RN,CaiÃ§ara do Norte,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2401909,NE,RN,CaiÃ§ara do Rio do Vento,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2402006,NE,RN,CaicÃ³,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2401305,NE,RN,Campo Grande (ex-Augusto Severo),Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2402105,NE,RN,Campo Redondo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2402204,NE,RN,Canguaretama,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2402303,NE,RN,CaraÃºbas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2402402,NE,RN,CarnaÃºba dos Dantas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2402501,NE,RN,Carnaubais,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2402600,NE,RN,CearÃ¡-Mirim,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2402709,NE,RN,Cerro CorÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2402808,NE,RN,Coronel Ezequiel,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2402907,NE,RN,Coronel JoÃ£o Pessoa,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2403004,NE,RN,Cruzeta,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2403103,NE,RN,Currais Novos,Sim,2015,Sim,Lei Municipal,3171/2015,24/06/2015
2403202,NE,RN,Doutor Severiano,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2403301,NE,RN,Encanto,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2403400,NE,RN,Equador,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2403509,NE,RN,EspÃ­rito Santo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2403608,NE,RN,Extremoz,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2403707,NE,RN,Felipe Guerra,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2403756,NE,RN,Fernando Pedroza,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2403806,NE,RN,FlorÃ¢nia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2403905,NE,RN,Francisco Dantas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404002,NE,RN,Frutuoso Gomes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404101,NE,RN,Galinhos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404200,NE,RN,Goianinha,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2404309,NE,RN,Governador Dix-Sept Rosado,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404408,NE,RN,Grossos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404507,NE,RN,GuamarÃ©,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404606,NE,RN,Ielmo Marinho,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2404705,NE,RN,IpanguaÃ§u,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404804,NE,RN,Ipueira,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2404853,NE,RN,ItajÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2404903,NE,RN,ItaÃº,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2405009,NE,RN,JaÃ§anÃ£,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2405108,NE,RN,JandaÃ­ra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2405207,NE,RN,JanduÃ­s,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2405405,NE,RN,Japi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2405504,NE,RN,Jardim de Angicos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2405603,NE,RN,Jardim de Piranhas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2405702,NE,RN,Jardim do SeridÃ³,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2405801,NE,RN,JoÃ£o CÃ¢mara,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2405900,NE,RN,JoÃ£o Dias,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406007,NE,RN,JosÃ© da Penha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406106,NE,RN,Jucurutu,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2406155,NE,RN,JundiÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406205,NE,RN,Lagoa d'Anta,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406304,NE,RN,Lagoa de Pedras,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406403,NE,RN,Lagoa de Velhos,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2406502,NE,RN,Lagoa Nova,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2406601,NE,RN,Lagoa Salgada,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406700,NE,RN,Lajes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406809,NE,RN,Lajes Pintadas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2406908,NE,RN,LucrÃ©cia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2407005,NE,RN,LuÃ­s Gomes,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2407104,NE,RN,MacaÃ­ba,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2407203,NE,RN,Macau,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2407252,NE,RN,Major Sales,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2407302,NE,RN,Marcelino Vieira,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2407401,NE,RN,Martins,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2407500,NE,RN,Maxaranguape,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2407609,NE,RN,Messias Targino,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2407708,NE,RN,Montanhas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2407807,NE,RN,Monte Alegre,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2407906,NE,RN,Monte das Gameleiras,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2408003,NE,RN,MossorÃ³,Sim,2011,Sim,Lei Complementar,059/2011,16/11/2011
2408102,NE,RN,Natal,Sim,2022,Sim,Decreto Municipal,12540/2022,15/06/2022
2408201,NE,RN,NÃ­sia Floresta,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2408300,NE,RN,Nova Cruz,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2408409,NE,RN,Olho-d'Ãgua do Borges,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2408508,NE,RN,Ouro Branco,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2408607,NE,RN,ParanÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2408706,NE,RN,ParaÃº,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
2408805,NE,RN,Parazinho,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
2408904,NE,RN,Parelhas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2403251,NE,RN,Parnamirim,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
2409100,NE,RN,Passa e Fica,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
